id,title,like_count,view_count,comment_count,duration,upload_date,has_caption,url,channel_id,transcript
571,[고려대학교 Korea University] 제115회 학위수여식,244,15638,8,107분 11초,2022-02-25 14:27,1,https://www.youtube.com/watch?v=y5mfzG3f2mE,2,
572,[고려대학교 Korea University] 졸업생 여러분의 졸업을 진심으로 축하드립니다!,76,2603,0,3분 23초,2022-02-25 7:09,1,https://www.youtube.com/watch?v=CnyrW51DSdo,2,
573,[고려대학교 Korea University] (주)온더 정보보호대학원 발전기금 및 장학금 기부약정식,21,788,0,2분 45초,2022-02-24 3:01,1,https://www.youtube.com/watch?v=QBLmk7F4fS4,2,
574,[고려대학교 Korea University] 권기철 교우 의학발전기금 기부식,17,753,0,1분 12초,2022-02-07 1:59,1,https://www.youtube.com/watch?v=TjbyApnOxR8,2,
575,[고려대학교 Korea University] 고려대언론인교우회 미디어학부 KUMA 기금 기부약정식,12,1039,0,1분 29초,2022-02-03 5:09,1,https://www.youtube.com/watch?v=BpR47uwq_dQ,2,
576,[고려대학교 Korea University] 고려대-위메이드 암호화폐(WEMIX) 발전기금 기부협약식,16,317,0,2분 20초,2022-01-28 0:50,1,https://www.youtube.com/watch?v=sibwzB6Ma7w,2,
577,[고려대학교 Korea University] 어수용 고려신소재 대표 공과대학 발전기금 기부식,12,248,0,1분 13초,2022-01-24 1:58,1,https://www.youtube.com/watch?v=kzMFfTjRZYU,2,
578,[고려대학교 Korea University] 2021 대학혁신지원사업 제9회 KU 혁신 포럼,7,181,0,2분 19초,2022-01-24 1:49,1,https://www.youtube.com/watch?v=HXTIKc2aXZA,2,
579,[고려대학교 Korea University] 정상그룹 박정학 회장 의학발전기금 기부식,13,394,0,2분 20초,2022-01-18 1:02,1,https://www.youtube.com/watch?v=BbbnHZu1MRM,2,
580,[고려대학교 Korea University] 보건과학대학 역사전시관 개관식,22,811,0,2분 49초,2022-01-07 2:41,1,https://www.youtube.com/watch?v=9whcG2T4RHM,2,
581,[고려대학교 Korea University] 2022년도 시무식 및 신년하례식,40,1452,0,49분 11초,2022-01-03 14:12,1,https://www.youtube.com/watch?v=4-i-GhvkapI,2,
582,[고려대학교 Korea University] (주)우신컴텍 박준구 회장 인문사회관 건립 및 인문학 발전기금 기부식,16,351,0,2분 34초,2022-01-03 5:18,1,https://www.youtube.com/watch?v=93bR1snf0pU,2,
583,[고려대학교 Korea University] 2021년도 송년 메시지 - 고려대학교 교우님들께,103,3606,0,5분 2초,2021-12-23 6:08,1,https://www.youtube.com/watch?v=yIVldQlnzZI,2,
584,[고려대학교 Korea University] 제3회 인성공로상 수상자 인터뷰,17,547,0,6분 25초,2021-12-22 7:56,1,https://www.youtube.com/watch?v=39cI3mVIuZI,2,
585,[고려대학교 Korea University] 2021학년도 석탑강의상 시상식,12,648,0,2분 1초,2021-12-22 7:41,1,https://www.youtube.com/watch?v=uhmHlBAKutc,2,
586,[고려대학교 Korea University] 고려대학교 - LG에너지솔루션 배터리 - 스마트팩토리학과 협약식,11,827,0,1분 57초,2021-12-17 7:54,1,https://www.youtube.com/watch?v=W1Z3o6wp_CI,2,
587,[고려대학교 Korea University] 2021학년도 고려대학교 크림슨창업지원단 학생창업기업 데모데이,2,153,0,1분 53초,2021-12-17 7:51,1,https://www.youtube.com/watch?v=3XdVAhjGqQ0,2,
588,[고려대학교 Korea University] 고려대학교 제3회 인성(仁星) 공로상 시상식,7,238,0,1분 40초,2021-12-17 3:58,1,https://www.youtube.com/watch?v=2I5or95m0S8,2,
589,[고려대학교 Korea University] 2021 대학혁신지원사업 제8회 KU 혁신포럼,0,115,0,1분 58초,2021-12-17 3:54,1,https://www.youtube.com/watch?v=KFReLSlUJsE,2,
590,[고려대학교 Korea University] 고려대학교 - 대한민국 육군 업무 협력 MOU 협약식,6,342,0,2분 26초,2021-12-17 2:51,1,https://www.youtube.com/watch?v=D4fNmwJtqwg,2,
591,[고려대학교 Korea University] 2021학년도 전기 교원 정년퇴임식,4,312,0,1분 56초,2021-12-17 2:46,1,https://www.youtube.com/watch?v=hH0NclO_Tuw,2,
592,카메라로 그림 그리다 허은만 (법학88) 작가,22,846,1,3분 45초,2021-12-17 1:20,1,https://www.youtube.com/watch?v=2Gloe-BhFTA,2,
593,유진희 교무부총장 미래형 인재의 조건은 창의성 협업과 소통,8,259,0,3분 55초,2021-12-17 1:16,1,https://www.youtube.com/watch?v=Uaxv1XiSkNk,2,
594,이열치열(以熱治熱) 아닌 이한치한(以寒治寒)피겨스케이트를 배우다,11,238,0,3분 44초,2021-12-17 1:13,1,https://www.youtube.com/watch?v=nYNzuvWC-2E,2,
595,고려대와영화내인생의두 키워드,12,612,0,3분 57초,2021-12-17 1:08,1,https://www.youtube.com/watch?v=l2_TBg1nYtw,2,
596,[고려대학교 Korea University] 고려대학교 - 하나은행 스마트캠퍼스 구축을 위한 업무 협약 체결,4,165,0,1분 51초,2021-12-15 6:23,1,https://www.youtube.com/watch?v=As50XAZ0S90,2,
597,[고려대학교 Korea University] (주)건영 이형수 회장 과학도서관 리노베이션 기금 및 창의발전기금 기부식,3,210,0,2분 4초,2021-12-15 5:18,1,https://www.youtube.com/watch?v=77Ewv-S61W4,2,
598,[고려대학교 Korea University] 변상무 리코자산운용 부회장 인문사회관 건립기금 기부약정식,8,357,0,1분 40초,2021-12-15 5:07,1,https://www.youtube.com/watch?v=Vx5EiJaGnJE,2,
599,[고려대학교 Korea University] 초융합 건설 포렌식 연구센터(ERC) 개소식,8,226,0,2분 37초,2021-12-14 7:28,1,https://www.youtube.com/watch?v=NKejDO9ZSKw,2,
600,[고려대학교 Korea University] 주식회사 부영 의학발전기금 기부식,8,286,0,1분 8초,2021-12-14 7:06,1,https://www.youtube.com/watch?v=tF8i3GXlPlY,2,
601,[고려대학교 Korea University] 송무현 송현그룹 회장 창의발전기금 기부식,8,214,0,1분 33초,2021-12-14 0:25,1,https://www.youtube.com/watch?v=4VRJL1C10HU,2,
602,[고려대학교 Korea University] 전용우 고문 과학도서관 리노베이션 기금 기부식,11,235,0,1분 34초,2021-12-10 6:32,1,https://www.youtube.com/watch?v=sONQaBCxPCg,2,
603,고려대 마음짱들의 몸짱 달력 도전기,25,1101,0,2분 59초,2021-12-09 7:40,1,https://www.youtube.com/watch?v=V2n8YXU1Sig,2,
604,[고려대학교 Korea University] (주)오로라월드 노희열 회장 마스크 기증식,11,366,0,1분 16초,2021-12-09 6:20,1,https://www.youtube.com/watch?v=rLjFrDwKzLs,2,
605,[고려대학교 Korea University] 윤주홍 교우 의학발전기금 기부식,11,232,0,1분 40초,2021-12-09 6:18,1,https://www.youtube.com/watch?v=42C5WOhov18,2,
606,[고려대학교 Korea University] 2021 크림슨 마스터즈 포럼 [김정태 대표] 고려대학교 ESG 실천방향과 비전,14,593,0,21분 55초,2021-12-09 1:31,1,https://www.youtube.com/watch?v=q3YCR-Bs4vI,2,
607,[고려대학교 Korea University] 2021 크림슨 마스터즈 포럼 [이재혁&어도선 교수] ESG와 대학의 역할 및 고려대 ESG 구현,28,1257,0,24분 25초,2021-12-09 1:06,1,https://www.youtube.com/watch?v=zeqT2JZZsGA,2,
608,[고려대학교 Korea University] 최동호 Gjenima Prize 전달식 및 간담회,7,162,0,2분 45초,2021-12-02 1:40,1,https://www.youtube.com/watch?v=SH570XmxTpU,2,
609,[고려대학교 Korea University] 크림슨창업지원단 교육부 장관 표창장 전달식,4,116,0,1분 30초,2021-12-01 6:26,1,https://www.youtube.com/watch?v=MazoLDLB2lE,2,
610,[고려대학교 Korea University] 연만희 이사장 연구기금 기부식,3,145,0,2분 0초,2021-12-01 5:58,1,https://www.youtube.com/watch?v=3TnbWEMZWi0,2,
611,[고려대학교 Korea University] 정성관 우리아이들병원 의료재단 이사장 과학도서관 발전기금 기부약정식,13,456,0,1분 49초,2021-11-19 7:04,1,https://www.youtube.com/watch?v=kKNGCpduhLw,2,
612,[고려대학교 Korea University] 고려대학교 - 남양주시 MOU 협약식,18,379,1,1분 40초,2021-11-19 0:46,1,https://www.youtube.com/watch?v=880bsw-KPV4,2,
613,[고려대학교 Korea University] 정운오IT교양관 기공식,17,827,0,2분 31초,2021-11-19 0:44,1,https://www.youtube.com/watch?v=_oHQ-0I36zo,2,
614,[고려대학교 Korea University] 고려대학교 경영대학 스타트업 스테이션 2021 Fall CHOOCHOO DAY(츄츄데이),37,854,0,131분 1초,2021-11-12 20:08,1,https://www.youtube.com/watch?v=peGOs_Ph9tU,2,
615,[고려대학교 Korea University] 2021 크림슨 마스터즈 포럼 [인호 교수] 블록체인 메타버스를 만나 스마트캠퍼스로의 변화를 주도하다,42,1220,0,38분 17초,2021-11-02 5:03,1,https://www.youtube.com/watch?v=PMel3nJk3gg,2,
616,[고려대학교 Korea University] 천신일 이사장 제2정경관 건립기금 기부식,16,769,0,1분 51초,2021-11-01 7:57,1,https://www.youtube.com/watch?v=jaHpPG2tdkY,2,
617,[고려대학교 Korea University] 김봉주 기부자 크림슨 아너스 클럽패 증정식,12,327,0,1분 50초,2021-10-14 4:33,1,https://www.youtube.com/watch?v=ujToPMaOw28,2,
618,[고려대학교 Korea University] 고영술 특임교수 크림슨 아너스 클럽패 전달식 & 과학도서관 리씽크 스페이스 현판식,6,212,0,1분 36초,2021-10-14 4:28,1,https://www.youtube.com/watch?v=872w5ETaFFk,2,
619,'안먹어본 사람은 있어도 한번만 먹은 사람은 없다' 고대생들의 최애빵 호랑이빵 만들기,30,798,0,2분 43초,2021-10-06 2:01,1,https://www.youtube.com/watch?v=PSYQNBFPFjw,2,
620,경계 허물되 자기 것을 지키는 것이 진짜 공부 정석 교수(KU 개척마을 촌장·크림슨창업지원단장),22,792,0,3분 31초,2021-10-06 1:36,1,https://www.youtube.com/watch?v=QzRUKsKIuqY,2,
621,[고려대학교 Korea University] 고려대학교 박물관 스포츠 특별전 개회식 (보전 깃발이 날리는 곳에),12,230,0,1분 54초,2021-10-05 7:29,1,https://www.youtube.com/watch?v=kPwtyNlYv7M,2,
622,꽃의다른이름 위안 혹은 여유 꾸까 박춘화대표(산업공학 01),14,313,0,3분 34초,2021-09-27 8:28,1,https://www.youtube.com/watch?v=J0aC6A-s8S0,2,
623,재능이 콘텐츠가 되는 시대를 이끌다 탈잉 김윤환 대표(정외 12),14,747,0,2분 49초,2021-09-27 8:25,1,https://www.youtube.com/watch?v=uifmwmULIlw,2,
624,[고려대학교 Korea University] 고려대학교 OJERI 현판식 및 민남규 회장 OJERI 발전기금 기부식,11,660,0,2분 53초,2021-09-23 6:31,1,https://www.youtube.com/watch?v=ZFYiwilZcMs,2,
625,[고려대학교 Korea University] (주) 트위니 자율주행로봇 기증 약정식,24,414,0,2분 2초,2021-09-23 5:01,1,https://www.youtube.com/watch?v=X-HO96ForAA,2,
626,[고려대학교 Korea University] 고려대-해군 교류협력 양해각서 체결식,13,732,0,1분 57초,2021-09-14 4:02,1,https://www.youtube.com/watch?v=tWZMHto5TVA,2,
627,[고려대학교 Korea University] 2021 LoL 대학리그 배틀 아카데미아 우승대학 장학금 전달식,17,736,0,1분 32초,2021-09-07 6:10,1,https://www.youtube.com/watch?v=9sBhqd3WaKM,2,
628,[고려대학교 Korea University] 2021 대학혁신지원사업 『7회 KU 혁신 포럼』,8,707,0,1분 57초,2021-09-07 6:06,1,https://www.youtube.com/watch?v=p69Bj1zgk2s,2,
629,디지털 트랜스포머 기술보다 인문학,12,256,0,3분 46초,2021-09-07 1:49,1,https://www.youtube.com/watch?v=Jo68HifFW8M,2,
630,혁신가의 공간 엑스개러지(X-Garage) 만들며 키워가는 꿈,7,239,0,3분 18초,2021-09-07 1:40,1,https://www.youtube.com/watch?v=MhPIe7FCYEU,2,
631,[고려대학교 Korea University] 故 김창열 화백 작품 기증식,13,640,0,1분 46초,2021-08-20 7:40,1,https://www.youtube.com/watch?v=ZoIeM1lAk4E,2,
632,[고려대학교 Korea University] 김기옥 대표 인문사회관 건립기금 기부식,8,368,0,1분 35초,2021-08-20 7:37,1,https://www.youtube.com/watch?v=450YPnnrKgY,2,
633,[고려대학교 Korea University] 김창희 대표 발전기금 기부식,17,1433,0,1분 39초,2021-08-17 23:59,1,https://www.youtube.com/watch?v=riQwHcdzjC4,2,
634,[특집 인터뷰] 이관영 연구부총장 겸 대학원장·융합연구원장,12,397,0,3분 35초,2021-08-11 6:44,1,https://www.youtube.com/watch?v=8OL2GOQggvM,2,
635,대학원도서관 대열람실역사의 새로운 장을 열다,40,2276,0,3분 29초,2021-08-11 2:10,1,https://www.youtube.com/watch?v=EC3teX8J6DI,2,
636,[고려대학교 Korea University] 조욱환 회장 크림슨 아너스 클럽패 증정식,8,224,0,1분 33초,2021-08-10 8:22,1,https://www.youtube.com/watch?v=0SGbnjUYG0U,2,
637,[고려대학교 Korea University] 이기형 교수 오혜란 교우 의학발전기금 기부식,14,349,0,1분 59초,2021-08-02 1:05,1,https://www.youtube.com/watch?v=r6XibXb9wPw,2,
638,[고려대학교 Korea University] 양관운 AF인베스트먼트 대표 65캠페인 기금 기부식,7,542,0,1분 40초,2021-08-02 1:01,1,https://www.youtube.com/watch?v=WRRl-L70quY,2,
639,[고려대학교 Korea University] 강병창 솔브레인 부회장 공과대학 발전기금 기부식,13,289,0,1분 53초,2021-07-29 6:14,1,https://www.youtube.com/watch?v=m-U58naaSQI,2,
640,[고려대학교 Korea University] 2021학년도 석탑연구상 및 석탑기술상 시상식,13,959,0,1분 48초,2021-07-27 7:23,1,https://www.youtube.com/watch?v=BjTF1pJvthc,2,
641,석탑의 상징 대학원 도서관 - 대열람실 역사의 새로운 장을 열다,40,812,0,3분 29초,2021-07-26 4:46,1,https://www.youtube.com/watch?v=V6LL_Dhu3v8,2,
642,[고대투데이 여름호] 사진으로 보는 남미 여행기,6,148,0,2분 27초,2021-07-26 4:46,1,https://www.youtube.com/watch?v=K8h1yBbDec0,2,
643,고려대 대학원 혁신 연구중심대학을 향한 큰 걸음 이관영 연구부총장 인터뷰,11,333,0,3분 35초,2021-07-26 4:46,1,https://www.youtube.com/watch?v=fSOl8lfuZXw,2,
644,[고려대학교 Korea University] 구리시 x 고려대학교 Mou 체결 협약식,21,1550,0,1분 36초,2021-07-22 1:23,1,https://www.youtube.com/watch?v=w1q1MEgB5yo,2,
645,[고려대학교 Korea University] 한종섭 후원자 의과대학 65캠페인 기금 기부식,18,1013,0,1분 34초,2021-07-20 2:27,1,https://www.youtube.com/watch?v=mCWzqjg983s,2,
646,[고려대학교 Korea University] 「휴게실 같은 회의실 회의실 같은 휴게실」 오픈식,16,1391,0,1분 48초,2021-07-20 1:22,1,https://www.youtube.com/watch?v=LrxsxESnBa0,2,
647,[고려대학교 Korea University] 교가 바로잡기_2. 교가 바르게 알고 있나요?,51,1638,0,5분 47초,2021-07-16 1:37,1,https://www.youtube.com/watch?v=9gt1DW2KIi4,2,
648,[고려대학교 Korea University] 교가 바로잡기_ 1. 윤이상 조지훈의 유려한 시에 선명한 음악을 입히다.,41,1124,0,10분 27초,2021-07-16 1:34,1,https://www.youtube.com/watch?v=zsTSZzp-dUQ,2,
649,[고려대학교 Korea University] 고려대학교 덕소농장 모내기 행사,16,834,0,1분 12초,2021-07-16 1:27,1,https://www.youtube.com/watch?v=u7Nzz0WFLPg,2,
650,[고려대학교 Korea University] 한재장학재단 감사패 전달식,17,1714,0,1분 41초,2021-07-13 2:11,1,https://www.youtube.com/watch?v=DiqM2evg73o,2,
651,[고려대학교 Korea University] BK21 대학원생 경력개발 프로그램 :Career Insight 특강 - 하정우 Naver AI 연구소 소장,15,334,0,1분 5초,2021-06-15 1:54,1,https://www.youtube.com/watch?v=pF3VhRKuNCc,2,
652,[고려대학교 Korea University] 이채연 교우 사범대 발전기금 기부식 및 강의실 현판식,14,400,0,1분 19초,2021-06-04 5:31,1,https://www.youtube.com/watch?v=CUUgTQqKR_o,2,
653,[고려대학교 Korea University] 포니정재단 한국학 장학·연구지원기금 기부협약식,11,232,0,2분 5초,2021-06-04 3:46,1,https://www.youtube.com/watch?v=De8CJOQUVfQ,2,
654,[고려대학교 Korea University] 고려대학교 116주년 기념식 및 고대인의 날,12,476,0,82분 35초,2021-06-03 7:40,1,https://www.youtube.com/watch?v=dpn6uZhAd1g,2,
655,[고려대학교 Korea University] 4.18 고려대 학생의거 61주년 기념 헌화식,10,307,0,44분 52초,2021-06-03 6:46,1,https://www.youtube.com/watch?v=mYCQme_j0sU,2,
656,[한입만2 ep.1.1] 동국대학교 상록수 커피클럽 체험하기,10,128,1,7분 37초,2024-10-04 5:27,1,https://www.youtube.com/watch?v=pOdeR3g6z2Y,3,
657,[무한동전] 정각원 타종 그런데 이제 생활한복을 곁들인,9,137,0,5분 42초,2024-10-04 0:17,1,https://www.youtube.com/watch?v=3uuXgV3d8Wo,3,
658,[동고동락 ep.37] 식품산업관리학과는 학교의 맛집을 꿰뚫고 있나요? 식품산업관리학과에게 물어봤습니다!,14,378,1,6분 40초,2024-09-30 2:24,1,https://www.youtube.com/watch?v=DnaYl9kiKnA,3,
659,[모닝붓다 9회] 보드 게임을 하러 온 학생 스님,27,391,6,2분 3초,2024-09-25 5:35,1,https://www.youtube.com/watch?v=z_MZCZ2Shrc,3,
660,[모닝붓다 8회] 뉴진스님을 보러온(?) 학생 스님,42,1070,7,1분 2초,2024-09-12 8:49,1,https://www.youtube.com/watch?v=jjfUceO2AZs,3,
661,2024 JOB & CAREER FESTIVAL 동국대학교 취업박람회 홍보영상,11,918,0,1분 3초,2024-09-10 0:44,1,https://www.youtube.com/watch?v=1TWLLAgNhKM,3,
662,[알쓸동잡] 절과 불상이 있는 대학교가 있다? 동국대학교 불교 장소들의 숨은 의미🤩🪷 | 정각원 팔정도 코끼리 연꽃,15,482,0,10분 7초,2024-09-04 4:50,1,https://www.youtube.com/watch?v=L1COBPgreio,3,
663,[모닝붓다 7회] 웃을 수 없는 학생스님,48,873,12,2분 28초,2024-09-04 1:24,1,https://www.youtube.com/watch?v=RmhCy0Ay0mY,3,
664,[무한동전] 놀러와요 아코의숲🐘🏡,29,690,5,4분 11초,2024-08-30 1:33,1,https://www.youtube.com/watch?v=D2byERMCfrU,3,
665,[동대문을 열어라 ep.9] Do Dream vs 학교장추천인재 종합이냐 교과냐,64,3824,9,10분 3초,2024-08-29 5:30,1,https://www.youtube.com/watch?v=mB0-6QBo83U,3,
666,[동고동락 ep.36] 경찰행정학부는 졸업하면 다 경찰이 되나요? 경찰행정학부에게 물어봤습니다!,25,1093,4,5분 23초,2024-08-29 2:13,1,https://www.youtube.com/watch?v=ItYGfWy_Kmo,3,
667,[알쓸동잡] 동국대에는 00어를 하는 교수님이 있다고?😮 동국대 교수님이 알려주는 불교학 이론편!,11,329,1,6분 53초,2024-08-27 1:41,1,https://www.youtube.com/watch?v=FBZYST2Xl-M,3,
668,[모닝붓다 6회] 수강 신청하는 학생 스님,33,426,7,2분 6초,2024-08-27 0:57,1,https://www.youtube.com/watch?v=RF5H6kY-jKc,3,
669,[무한동전] 팔정도 코끼리 상에 올라가면 퇴학당할까?🐘,21,644,4,4분 4초,2024-08-23 5:45,1,https://www.youtube.com/watch?v=oQLi54nNp8Y,3,
670,[Playlist] 여름의 끝에서 듣는 동국대 극Rock 플리🤘,82,1596,14,40분 52초,2024-08-21 7:51,1,https://www.youtube.com/watch?v=DJFYTDFsZYU,3,
671,[모닝붓다 5회] 가로수길에 들린 학생 스님,28,500,10,1분 25초,2024-08-20 4:53,1,https://www.youtube.com/watch?v=NsQQYfugDgk,3,
672,[동대문을 열어라 ep.8] 열린전공학부 쓸까?말까?,49,2737,5,11분 21초,2024-08-19 1:20,1,https://www.youtube.com/watch?v=o2tzG7UG1gE,3,
673,[무한동전] 동국대 대각전에는 불상이 [  ]개 있다.,11,314,2,5분 49초,2024-08-13 4:57,1,https://www.youtube.com/watch?v=bZo8-Refegg,3,
674,[동고동락 ep.35] 행정학과는 공공시설 하자를 신고하나요?! 행정학과에게 물어봤습니다!,21,887,1,7분 52초,2024-08-12 4:54,1,https://www.youtube.com/watch?v=fBNrHdLeK_c,3,
675,[모닝붓다 4회] 약속 장소에 나간 학생스님,35,629,11,1분 57초,2024-08-12 4:36,1,https://www.youtube.com/watch?v=ssjCAzTtDZI,3,
676,[동대문을 열어라 ep.7] 2025 수시 대학입학정보박람회 현장스케치,16,1110,2,1분 22초,2024-08-06 5:37,1,https://www.youtube.com/watch?v=BGuwj9j3MQU,3,
677,[동국108리더스] 2024 여름 농촌 봉사활동 I 초록빛으로 물든 젊은 날의 우리 I 경기도 이천에서,27,982,6,2분 46초,2024-08-05 1:28,1,https://www.youtube.com/watch?v=4CDIipc4hqM,3,
678,[알쓸동잡] 동국대 자기소개 면접 잘하고 싶은 사람 모여라😮 말 공부 실전편!!,30,730,0,9분 28초,2024-07-29 1:20,1,https://www.youtube.com/watch?v=_g-XMjKbHFI,3,
679,[모닝붓다 3회] 식당 브레이크 타임에 걸린 학생스님,32,959,10,1분 27초,2024-07-26 1:52,1,https://www.youtube.com/watch?v=5cU7lEGrjSU,3,
680,[동고동락 ep.34] 광홍과 미컴이 나뉜 이유는? 광고홍보학과와 미디어커뮤니케이션학과에게 물어봤습니다!,13,757,0,7분 44초,2024-07-25 2:28,1,https://www.youtube.com/watch?v=HX8jX5oj9bE,3,
681,[동대문을 열어라 ep.6] 동국대학교 학생부위주전형 재학생 합격사례 발표2. 경제학과/산업시스템공학과,8,456,0,34분 14초,2024-07-24 5:39,1,https://www.youtube.com/watch?v=8DhvtXMSqtQ,3,
682,[무한동전] 더위에서 살아남기 in DGU🔥,13,554,2,9분 5초,2024-07-24 4:24,1,https://www.youtube.com/watch?v=41_WvIO97g4,3,
683,[동대문을 열어라 ep.5] 동국대학교 학생부위주전형 재학생 합격사례 발표1. 국어교육과/건설환경공학과,10,433,2,33분 31초,2024-07-23 5:28,1,https://www.youtube.com/watch?v=AvlF53vXIFA,3,
684,[알쓸동잡] 동국대 교수가 알려주는 진정한 말하기 공부법📣 발표 잘하는 법 마인드 세팅까지!,17,418,0,7분 55초,2024-07-23 4:05,1,https://www.youtube.com/watch?v=-7Ktq_5zYds,3,
685,[동대문을 열어라 ep.4] 동국대학교 면접고사 이렇게 준비하세요!,187,3886,7,8분 43초,2024-07-22 2:59,1,https://www.youtube.com/watch?v=INcAQJrjdA0,3,
686,[모닝붓다 2회] MZ스타일로 염불외우는 학생스님,36,1122,5,1분 8초,2024-07-22 0:11,1,https://www.youtube.com/watch?v=WGv1PNgan8Q,3,
687,[동대문을 열어라 ep.3] 체육교육과 인터뷰&실기전형안내,76,3746,6,6분 17초,2024-07-17 7:34,1,https://www.youtube.com/watch?v=ICRnZPhdUlU,3,
688,[동고동락 ep.33] 국어국문? 문예창작?🤔 무슨 차이인지 국어국문문예창작학부에게 물어봤습니다!,15,579,2,7분 3초,2024-07-17 3:37,1,https://www.youtube.com/watch?v=rA2edhhXEsc,3,
689,[무한동전] 개성공단으로 견학을 간다고?😮 소문의 동국대 북한학과 재학생이 본인등판했다!,17,743,0,5분 15초,2024-07-16 4:53,1,https://www.youtube.com/watch?v=2nWT3J15_MQ,3,
690,[모닝붓다 1회] 난생 처음 뉴진스를 본 동국대 학생스님,101,2928,32,1분 15초,2024-07-16 4:44,1,https://www.youtube.com/watch?v=_JphKrAnAT0,3,
691,[동대문을 열어라 ep.2] 동국대학교 연극학부 24학번이 말하는 ✨연극실기의 모든 것✨,51,2444,0,3분 19초,2024-07-09 2:31,1,https://www.youtube.com/watch?v=Rrei2d9Y2i4,3,
692,[동대문을 열어라 ep.1] 동국대학교 2025학년도 신입학모집 I 열린전공학부 신설,33,1776,3,2분 49초,2024-07-09 1:58,1,https://www.youtube.com/watch?v=hwXpKfLgk3c,3,
693,[한입만 ep.4.1] 동국대학교 밴드동아리 렛츠무드 체험해보기!🎸,15,524,0,7분 6초,2024-07-02 5:48,1,https://www.youtube.com/watch?v=ECwBbu5-zbc,3,
694,[무한동전] 대학 축제에서 뭐하는지 궁금해? 얼마나 재밌길래 인파가 이렇게 모여🫢 | 동국대 축제 | 뉴진스 싸이 박명수,30,1178,7,9분 48초,2024-07-01 8:01,1,https://www.youtube.com/watch?v=RZrLg1UuvC4,3,
695,2024 동국대학교 후원의 밤 I 아름다웠던 그날의 밤을 스케치하다,43,1107,8,2분 16초,2024-06-28 6:31,1,https://www.youtube.com/watch?v=nIfBeytnXOU,3,
696,[동고동락ep.32] 24년 1학기 동고동락이 소개한 학과들!,7,508,0,8분 22초,2024-06-28 5:43,1,https://www.youtube.com/watch?v=ci-1MxzW_Cg,3,
697,2024 동국대학교 후원의 밤 I 기부금으로 변화하는 동국인,58,1424,5,7분 33초,2024-06-26 4:09,1,https://www.youtube.com/watch?v=Z2n7pGlsyWk,3,
698,[알쓸동잡] 동국대 교수님께 묻는다‼ 가짜뉴스 언론플레이 관련 법 & 개인정보의 역사와 관련 법까지 📚,14,346,0,7분 7초,2024-06-19 2:34,1,https://www.youtube.com/watch?v=kaBM6j_OMcA,3,
699,동국대학교 명상대회를 아십니까?,41,1082,14,1분 1초,2024-06-14 7:40,1,https://www.youtube.com/watch?v=MJsERWj_Vbk,3,
700,동국대에서 공부하자🐘 Study with me🧡 I 도서관 백색소음 I 1hour,31,905,1,60분 22초,2024-06-11 4:49,1,https://www.youtube.com/watch?v=JU0jhtde_7w,3,
701,2024 동국대학교 후원의 밤 I 더 좋은 동국 더 나은 미래,29,1083,1,1분 16초,2024-06-11 2:09,1,https://www.youtube.com/watch?v=F35ftNGP66I,3,
702,[한입만 ep.3.2] 동국대학교 홍보대사 체험해보기!🍊,23,841,1,8분 10초,2024-06-07 6:22,1,https://www.youtube.com/watch?v=TSpl5Kuy5Fo,3,
703,2024 동국대학교 봄 대동제 無我之境 I 아름다운 청춘의 한 장,125,4552,13,2분 16초,2024-06-05 2:06,1,https://www.youtube.com/watch?v=meH9LuAxx9Y,3,
704,[무한동전] 동국대에서 외향인vs내향인은 각각 어떻게 보낼까? | MBTI별 차이점🐘,10,395,1,3분 22초,2024-06-05 0:18,1,https://www.youtube.com/watch?v=ELo3Ce7hvec,3,
705,[동고동락ep.31] 삶의 의미는 무엇일까요? 철학과에 물어봤습니다,27,629,9,9분 35초,2024-05-29 9:00,1,https://www.youtube.com/watch?v=DI4EC7Nb3pg,3,
706,[알쓸동잡] 동국대 교수님께 묻는다‼️ 버츄얼 아이돌이 기존 아이돌을 이길 수 있을까?🎙️,13,442,1,5분 18초,2024-05-24 6:30,1,https://www.youtube.com/watch?v=RYnTvL1gnjI,3,
707,[무한동전] 동국극장 | 하루에 12시간 폰 하는 사람이 스마트폰 없이 공강 보내는 법 | 동국대 꿀장소 운동기구 법당,22,755,2,7분 54초,2024-05-23 3:14,1,https://www.youtube.com/watch?v=zyGV0Vra8U8,3,
708,[한입만 ep.3.1] 동국대학교 홍보대사 체험하기!🍊,21,1020,2,7분 27초,2024-05-22 9:50,1,https://www.youtube.com/watch?v=9NakJaNCBZQ,3,
709,[알쓸동잡] 동국대 교수님께 묻는다‼ 계속되는 AI의 발전과 딥페이크 기술의 원리,17,304,0,5분 17초,2024-05-17 5:40,1,https://www.youtube.com/watch?v=08gd4sJFkVY,3,
710,[동고동락ep.30] 정치 얘기 좋아하시나요? 정치외교학과에 물어봤습니다!,18,782,1,6분 44초,2024-05-17 2:22,1,https://www.youtube.com/watch?v=gnfxaLeklv0,3,
711,[동국필름] 🌟동국의 밤을 수놓은 연등🌟 | 2024 캠퍼스 연등 필름,117,2553,44,1분 9초,2024-05-15 9:57,1,https://www.youtube.com/watch?v=JNz3vUaCEVQ,3,
712,[제4회 동국미래교육포럼] Energize Dongguk을 넘어 Globalize Dongguk으로!,6,143,2,149분 58초,2024-05-14 10:29,1,https://www.youtube.com/watch?v=S83KB7aqiXQ,3,
